wifi_connection,timeToClick,ref_hash,ref_type_android,ref_type_iphone,advertiser_0,advertiser_1,advertiser_2,advertiser_3,advertiser_4,source_0,source_1,source_2,source_3,source_4,source_5,source_6,source_7,source_8,lunes,martes,miercoles,jueves,viernes,sabado,domingo,time_morning,time_afternoon,time_evening,time_night,feriado,count_clicks,diff_between_clicks,prom_time_click
1,444.81199999999995,6569494496351027173,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,3,179046.866,89523.433
1,,7097973923153092706,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,5,256227.43500000003,64056.85875000001
1,,2218011782953514013,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,1,0.0,0.0
1,106.484,4649333405260826305,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,1,0.0,0.0
0,2.998,2428288660636242510,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,5,197223.516,49305.879
1,,6257975728644822121,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,1,0.0,0.0
1,,6201829706500317937,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,1,0.0,0.0
0,,1564902547211754037,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,1,0.0,0.0
0,1.669,5470130395877302439,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,1,0.0,0.0
0,754.064,3131911176825314161,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,1,0.0,0.0
1,,5832459509222613691,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,3,182628.765,91314.3825
0,,3636909633773743625,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,2,236193.39700000003,236193.39700000003
1,,4144665224392768139,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,3,235545.53300000002,117772.76650000001
1,,5434477854499827454,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,1,0.0,0.0
0,0.444,8018600522597447032,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,4,171012.825,57004.275
1,,7969811197494649839,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,2,33.803000000000004,33.803000000000004
0,,5492132232708432277,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,1,0.0,0.0
