ref_hash,obj
8027109759910869730_st,161952.36544655613
3805512975348983658_st,108786.03358506356
706875581985023190_st,64673.774384797034
9201763056911976665_st,27848.10676772759
2070001883938629880_st,46166.70828541894
2956299000597738624_st,2726.349251096159
5051062186658844309_st,41323.71075318572
3729857814892336524_st,43936.00895798143
8048087799114816623_st,122001.95129534608
7988921706433140919_st,37892.576904940106
7222948339990737145_st,79662.86929685959
9034794874861599178_st,146357.48111588764
8295772099723661142_st,55953.90231736242
336603579893007540_st,59884.93985740916
6492734546432864221_st,45204.685797980244
6729385732095235866_st,33163.97054275711
467249413498649318_st,35420.17173472711
8642991606649401861_st,42286.47855151704
2390307749776378511_st,17567.630145145562
4770852901155905621_st,10870.455565274755
8662964806077446994_st,75783.63896515548
8217034726994891726_st,80258.49805060549
8914740412887409487_st,42242.291746244344
3978526261141842596_st,28309.582160493526
858453676907928111_st,124012.45077207006
1327834472616354686_st,14524.33772978453
315177544481427677_st,46433.81472453425
4183071889719323769_st,43512.40992308857
1000395625957344683_st,41599.75358358543
7459715895483226863_st,1199.042294075668
7402563033565121765_st,53298.7457852017
6064372897960920092_st,75192.63784695166
4629094532493683168_st,38318.92411580614
667533239969506203_st,14047.380199309962
618029225130486204_st,26219.524829298087
1999681247947819001_st,21501.949778610666
9073432755268117187_st,106472.38288983518
5082430696394071513_st,80927.69289124274
347083911900948648_st,141325.29080031594
7658747504785116170_st,78646.91518429035
3018757646247120874_st,62493.96445011724
2999364724812332308_st,161121.35507707897
4615149128385166445_st,77346.76427350876
5894618221318709826_st,35934.18766433007
7991392474384638480_st,44484.56481440415
1955897163099581903_st,43635.327855685966
5307405432134462055_st,121131.0927687261
1469891437001939430_st,48434.77781030375
185033006947686423_st,8723.142162614748
2198831234000117793_st,81229.55913026829
6895959913567262114_st,98534.51383501616
406841228494860789_st,56152.06395594405
795685232847742163_st,36810.14720324151
5759804797401172514_st,47157.42806913169
2132505332723959319_st,11759.599398825603
3556921612993667855_st,54371.81701995189
6293677054689363222_st,74759.84558917786
2990586604853237710_st,22948.100288030288
2600012552740072798_st,112740.80538091384
2428359662880247269_st,42296.420395306384
8525106635736186873_st,40563.77412564119
2449950651537695705_st,75432.70428171376
4288216030847610921_st,178341.93878993264
9038317968225671868_st,37452.99984730173
82118746196199905_st,40432.41132762518
4641388018443257064_st,963.0568595268392
6559350555491664935_st,129519.41533304646
4920395655462524805_st,39425.94254954003
6726928391514800310_st,38544.13967589514
2600156590545197724_st,53624.1345649767
3957273306740562163_st,79727.2375043188
5985396981626217057_st,17743.079000090413
1056749944537419493_st,122426.52305721509
1114026657194419748_st,66185.99634391523
8149374718400055113_st,34676.582017419576
2191717514384366636_st,68485.51290434084
6781020342679131794_st,70482.33805869485
6820990875978056066_st,162614.4553793101
5761237967313921781_st,32841.54410131467
6709252311940447111_st,88542.76354511823
436282498668308737_st,46538.512059479326
361422772098233239_st,46683.601739635924
1003027494996471685_st,107804.6306987324
5315594811974766960_st,95715.4333632844
3139981846352991435_st,15933.437654278388
7116212585405457870_st,72598.30552151584
4456199606605809871_st,4097.7593427079355
2862260576426339952_st,22664.21482909013
3773881548707352606_st,30825.498293010816
5814579614199200422_st,4586.6369357379335
9001894065986101363_st,1254.2730009492893
5352958510811119873_st,27605.829710581842
8044534941972811617_st,3454.4310806187514
3639798228639837909_st,17884.18414928247
8635137897313503991_st,114422.79944966662
4849384041998756854_st,19265.378717887237
3996532636602616169_st,72806.43777889553
913887564240841195_st,39172.25898643267
8474058921159051893_st,24680.63275267378
1874642765722919357_st,45413.08866248219
5763640621519294788_st,42481.06214659237
1886537567420518716_st,33592.87313937778
6936324106981353885_st,100326.71386135246
683786577213410450_st,27203.744645574137
4685117029221764613_st,62263.342675955784
8531324514459819207_st,93025.77296350122
58139175353219079_st,83661.18044644766
5443348548422763228_st,20552.745137220543
2441873268219756101_st,13699.16887714113
3643731329016505380_st,32797.06806197327
8927706867066311299_st,4591.050799718269
7971366330151980742_st,90885.12837385574
8577985661611349824_st,151731.9535848487
2942429951308274606_st,157809.83429411164
471497500278892373_st,58696.72747440131
2495130409733646210_st,41962.28356562133
8948245673671248473_st,197201.1974640255
8449366430078620894_st,42271.37824572539
3502302859541931419_st,97283.72719665567
5975076350411708058_st,10630.597232453363
4244577585957873431_st,35236.0785457652
8076996894280660332_st,1332.6525817916513
5754867070988404875_st,70890.35827100558
7150041426464445025_st,23001.569463680986
7758191501514935576_st,34579.52296388907
3542126796757146446_st,42578.47641869394
1102680423242413676_st,57055.35433484699
7245557884784228406_st,34703.69216172435
8925520993092852662_st,63407.902296969034
55033155735608810_st,37059.036205816265
3047046662433111751_st,115348.90605819195
1410718164519785502_st,78744.249449666
3459290729524206642_st,15070.484747345688
4958058886534967042_st,19540.687167996697
860465108954041921_st,71878.66471640817
3527488242598467551_st,15421.573868413796
6281830069697421911_st,125607.99817557748
3407630960676694769_st,69350.79929210106
220777279912362389_st,38529.16209240673
5545507071142047232_st,13157.98330425083
1632976817520709726_st,17710.809382129693
1458575463379897371_st,21478.80263907903
109389620877102250_st,32259.777804714846
3143211942143826950_st,67750.62110488558
8824254077441762071_st,89035.14793514875
9061561356393668084_st,143144.47861209672
854048099916877266_st,81647.5393434636
9013983919653566692_st,141102.59850431912
236123233858951515_st,155201.5311001629
1811128871539049095_st,106574.93733993155
213625769935902084_st,16209.441405414758
5252972378165748188_st,38662.5629961285
2116146625751268539_st,47243.27930961119
2454316515724968610_st,38186.98831470419
1114323564105303141_st,43878.27547304196
934102789941509295_st,10456.902230990674
2389560745095563012_st,31294.584367179465
8385426170251972079_st,45922.97612439599
453203629398105734_st,76623.5245759249
7497454661911394944_st,31226.723425252007
7423668282042079537_st,149147.00957233802
571264229455029355_st,37301.44030025611
4227053019808209657_st,15175.540782094427
2607326790428176337_st,139724.18810783507
7671517233607146011_st,111673.80584149517
6581660590486068258_st,31405.990402096264
4822733031198197756_st,19996.798265548616
1479681329485066994_st,7795.731447454974
1156694545460335017_st,44211.63196533925
2823877798610043622_st,12093.083526933222
1595181852111961835_st,99403.95322251474
2596462906938170152_st,21883.838785160944
2884092902426316552_st,70179.45990842815
48916179963640686_st,38400.473911882415
2366506135062062000_st,72701.39285717662
3181505027806716064_st,73619.83163216079
413228338353132103_st,112548.76390697708
1929912659822471056_st,98113.16176658092
4806588492380642099_st,98563.15784263116
477611943993333341_st,38701.11810714276
625748796078289051_st,23351.153602595594
6901021457501512026_st,103950.12158437939
1697296672196475600_st,42694.84566203751
5211810355146264139_st,120942.66643563852
9196946062251474005_st,52724.216277614156
