ref_hash,obj
8027109759910869730_sc,243155.80051105312
3805512975348983658_sc,239789.2453462769
706875581985023190_sc,240228.37345705534
9201763056911976665_sc,236602.2318510557
2070001883938629880_sc,236950.68075561943
2956299000597738624_sc,231522.16656492412
5051062186658844309_sc,241672.27896844308
3729857814892336524_sc,232713.2060371655
8048087799114816623_sc,243326.7381865246
7988921706433140919_sc,242135.25096389133
7222948339990737145_sc,242543.5474338618
9034794874861599178_sc,244058.97258813446
8295772099723661142_sc,246081.17388105305
336603579893007540_sc,242823.4969150646
6492734546432864221_sc,242059.81638692578
6729385732095235866_sc,241817.4244876726
467249413498649318_sc,239199.89874572481
8642991606649401861_sc,244194.68270393735
2390307749776378511_sc,244506.49676984572
4770852901155905621_sc,241740.74686121554
8662964806077446994_sc,242926.27666808866
8217034726994891726_sc,242977.70772084748
8914740412887409487_sc,239782.45973957205
3978526261141842596_sc,234726.1752301022
858453676907928111_sc,237448.61977907078
1327834472616354686_sc,243026.54892416432
315177544481427677_sc,241342.5848613391
4183071889719323769_sc,240653.05273578013
1000395625957344683_sc,242295.97518794835
7459715895483226863_sc,242329.66634975089
7402563033565121765_sc,244766.87240321323
6064372897960920092_sc,242330.40233214913
4629094532493683168_sc,242354.6556709347
667533239969506203_sc,241275.06171567578
618029225130486204_sc,240660.37268296327
1999681247947819001_sc,206810.69260640367
9073432755268117187_sc,243592.89492941505
5082430696394071513_sc,241258.70234781978
347083911900948648_sc,243494.9952135509
7658747504785116170_sc,246194.29486079127
3018757646247120874_sc,241890.85593063547
2999364724812332308_sc,245078.683812482
4615149128385166445_sc,245022.59253064025
5894618221318709826_sc,244119.96293646088
7991392474384638480_sc,240945.60280914715
1955897163099581903_sc,235951.0032318985
5307405432134462055_sc,244209.64424044813
1469891437001939430_sc,237902.1914279785
185033006947686423_sc,232808.85213417877
2198831234000117793_sc,242862.98936926216
6895959913567262114_sc,239509.93878236826
406841228494860789_sc,241195.00103256074
795685232847742163_sc,241567.79007057878
5759804797401172514_sc,228244.2706238052
2132505332723959319_sc,243444.52795769586
3556921612993667855_sc,242380.31587319687
6293677054689363222_sc,242189.354154885
2990586604853237710_sc,242401.95634233832
2600012552740072798_sc,242439.18541048004
2428359662880247269_sc,239803.93750652167
8525106635736186873_sc,246108.14521167355
2449950651537695705_sc,242288.84416821596
4288216030847610921_sc,240820.1326234863
9038317968225671868_sc,242572.34952794985
82118746196199905_sc,243385.61022188578
4641388018443257064_sc,241808.90135478738
6559350555491664935_sc,243943.57834579964
4920395655462524805_sc,242032.9652783047
6726928391514800310_sc,245204.56906269788
2600156590545197724_sc,242445.85134624215
3957273306740562163_sc,242588.07691407145
5985396981626217057_sc,237883.28173013884
1056749944537419493_sc,246477.6482770142
1114026657194419748_sc,241449.77796558334
8149374718400055113_sc,238844.62330774433
2191717514384366636_sc,235088.36651201092
6781020342679131794_sc,225409.97735348655
6820990875978056066_sc,242539.55658731217
5761237967313921781_sc,242268.03550598185
6709252311940447111_sc,240609.3605469583
436282498668308737_sc,241636.96464436143
361422772098233239_sc,233079.4438109876
1003027494996471685_sc,245929.026701398
5315594811974766960_sc,242829.4340414991
3139981846352991435_sc,240236.4398644821
7116212585405457870_sc,244841.35207058972
4456199606605809871_sc,242595.1323900285
2862260576426339952_sc,236961.1549415891
3773881548707352606_sc,241633.19428440457
5814579614199200422_sc,243156.7754969681
9001894065986101363_sc,232684.83417574374
5352958510811119873_sc,242409.6646033446
8044534941972811617_sc,241287.1612452123
3639798228639837909_sc,241343.4099938238
8635137897313503991_sc,243182.6212843884
4849384041998756854_sc,241056.7139445073
3996532636602616169_sc,243839.69335180023
913887564240841195_sc,242536.39502704472
8474058921159051893_sc,236603.86263932675
1874642765722919357_sc,232360.92188365402
5763640621519294788_sc,241584.25251899916
1886537567420518716_sc,242357.980987829
6936324106981353885_sc,242311.1190887668
683786577213410450_sc,241883.09033817914
4685117029221764613_sc,239704.5628893186
8531324514459819207_sc,236693.83196224945
58139175353219079_sc,238862.14513311506
5443348548422763228_sc,242511.32988052303
2441873268219756101_sc,240632.4740953295
3643731329016505380_sc,243262.8353864328
8927706867066311299_sc,242319.68176918416
