ref_hash,obj
1000169251625791246_st,18856.525696965426
1000395625957344683_sc,101719.35265242012
1000395625957344683_st,21424.327136392007
1003027494996471685_st,53520.61898428292
1006670001679961544_sc,532286.2124097528
1006670001679961544_st,52050.308920370284
1007573308966476713_sc,99440.31436864656
1007573308966476713_st,28974.87676107832
1010070503877148763_st,107896.5696642366
1010265377387765028_sc,97032.11229430528
1010265377387765028_st,104396.87649837528
1010531372912327058_sc,81372.9665696853
1010531372912327058_st,33561.5045321488
1011610998357271358_sc,81430.22194295617
1011610998357271358_st,18858.8460803923
1013543838965040946_sc,94582.74906663752
1013543838965040946_st,36629.873067885135
1014428234021750342_sc,110505.58425259792
1014428234021750342_st,87359.7999632483
101763096421653092_st,70731.19732548497
1017668882534236751_sc,40970.02
1017668882534236751_st,57116.64006220724
1017958004932387739_st,73879.75797261059
1018126962792619181_st,107790.95210509283
1021582875881379650_st,110922.4724076608
1022093956983448460_st,108468.97249265596
1022155574388897311_sc,109810.41386848855
1022155574388897311_st,47644.76406481825
1024792555410741306_st,106504.67084357783
1026825193119998092_sc,91566.6855
1026825193119998092_st,84539.6914303243
1030603044158081433_sc,66628.24046264542
1030603044158081433_st,5317.501829859278
1030865855693267844_sc,125275.99457260616
1030865855693267844_st,111890.11438358796
1032938399279723623_st,17568.362829950383
1036919443887988520_st,63605.27344052582
1037575899869926_st,32633.63200588498
1042912100594917197_st,72089.36991776753
104412862089502190_sc,162776.81851200573
104412862089502190_st,110538.64468451164
1048460865075142817_st,40093.69926371935
1048487908287530052_sc,5559.767
1048487908287530052_st,17725.505365860907
1048782984015604883_st,107793.30710476894
1052346027668414186_st,55166.79306743682
1052782935269141271_sc,108067.64578858537
1052782935269141271_st,108972.18860608363
105337483767914646_st,19990.477544650625
1053399148291039201_sc,110749.77188045684
1053399148291039201_st,25732.443898352343
1054881396892383323_sc,73055.78
1054881396892383323_st,22928.677541415767
1055760083915480820_sc,110480.92763006377
1055760083915480820_st,76955.7096207523
1056749944537419493_st,55012.53444392772
1058525390691423513_sc,65581.60020795555
1058525390691423513_st,16155.777512620083
1062274422372114651_sc,108272.95357260617
1062274422372114651_st,113187.5936536498
1069066119870904979_sc,152053.1278632236
1069066119870904979_st,78648.32900887808
1070673984959261173_st,68580.58052291995
1071701264087131067_sc,124626.97967597113
1071701264087131067_st,14304.57136625968
1076086792264173440_sc,72793.2829999537
1076086792264173440_st,14188.131131359594
1078063581723896055_sc,104088.17910701068
1078063581723896055_st,34683.9443519798
1078643268919016184_st,105818.75724482293
1080074517463091765_st,52338.44141177927
108091152851614035_sc,13093.003999999999
108091152851614035_st,56834.19282442207
1082062519835461489_sc,114777.34139382336
1082062519835461489_st,19387.25855849924
