ref_hash,obj
8027109759910869730_st,81055.84048338262
3805512975348983658_st,75606.74033446555
706875581985023190_st,59719.11595156823
9201763056911976665_st,0.0
2070001883938629880_st,35970.06926503432
2956299000597738624_st,1483.169563530248
5051062186658844309_st,21872.805592180204
3729857814892336524_st,15653.736748154817
8048087799114816623_st,82069.42400212961
7988921706433140919_st,14137.680386845695
7222948339990737145_st,39282.33543623915
9034794874861599178_st,104828.38504145364
8295772099723661142_st,17763.682714925002
336603579893007540_st,25919.47490047612
6492734546432864221_st,22570.28009594057
6729385732095235866_st,34849.47965589391
467249413498649318_st,6871.3249015455085
8642991606649401861_st,18871.769262953876
2390307749776378511_st,0.0
4770852901155905621_st,9054.455377801192
8662964806077446994_st,27478.05346777484
8217034726994891726_st,37539.18224438935
8914740412887409487_st,2541.9545863883086
3978526261141842596_st,6755.0834406570175
858453676907928111_st,34426.49189776724
1327834472616354686_st,5153.652784815302
315177544481427677_st,807.5042967840949
4183071889719323769_st,28429.348964122677
1000395625957344683_st,29978.21046619824
7459715895483226863_st,1546.171060106134
7402563033565121765_st,8746.705709602566
6064372897960920092_st,21211.44259050532
4629094532493683168_st,672.6604967014545
667533239969506203_st,19464.035543705002
618029225130486204_st,8821.636034148767
1999681247947819001_st,2685.8947805269586
9073432755268117187_st,56180.27923143308
5082430696394071513_st,50777.589690175315
347083911900948648_st,103769.81570212991
7658747504785116170_st,42933.41693745388
3018757646247120874_st,10348.443100742881
2999364724812332308_st,41775.68899308933
4615149128385166445_st,11969.160526218318
5894618221318709826_st,15750.880683270958
7991392474384638480_st,5069.736855643811
1955897163099581903_st,14438.258798446566
5307405432134462055_st,42228.78097363941
1469891437001939430_st,12577.991306174246
185033006947686423_st,4215.028018846706
2198831234000117793_st,17611.080079013827
6895959913567262114_st,25789.37148215384
406841228494860789_st,5587.884953844677
795685232847742163_st,19574.642255840015
5759804797401172514_st,15090.250733504261
2132505332723959319_st,7180.349509468293
3556921612993667855_st,30275.007307495125
6293677054689363222_st,47439.63637977348
2990586604853237710_st,13529.057571823754
2600012552740072798_st,50855.81876993294
2428359662880247269_st,13236.58549260597
8525106635736186873_st,3680.551430094864
2449950651537695705_st,34801.893099770015
4288216030847610921_st,154424.6020444417
9038317968225671868_st,15820.165622152332
82118746196199905_st,0.0
4641388018443257064_st,4219.438685022128
6559350555491664935_st,35936.68392384235
4920395655462524805_st,28272.661444481197
6726928391514800310_st,997.2045186414018
2600156590545197724_st,20818.978627826134
3957273306740562163_st,46230.36539672341
5985396981626217057_st,2938.2055947316994
1056749944537419493_st,32645.64123830372
1114026657194419748_st,60678.67555798199
8149374718400055113_st,0.0
2191717514384366636_st,50062.96599541996
6781020342679131794_st,65170.778024174724
6820990875978056066_st,141294.75799109178
5761237967313921781_st,9118.846262821471
6709252311940447111_st,20685.341298673684
436282498668308737_st,16230.077461747229
361422772098233239_st,16055.057304136293
1003027494996471685_st,37480.756325683455
5315594811974766960_st,37540.28898502017
3139981846352991435_st,9942.611662952662
7116212585405457870_st,19220.005266168086
4456199606605809871_st,1585.7169524523808
2862260576426339952_st,1298.2686393609852
3773881548707352606_st,13720.31284152065
5814579614199200422_st,1969.4183338883856
9001894065986101363_st,4008.275516145117
5352958510811119873_st,11208.917637568267
8044534941972811617_st,7447.391579008059
3639798228639837909_st,8241.664462205134
8635137897313503991_st,52676.20940296075
4849384041998756854_st,14518.22156168709
3996532636602616169_st,41244.79490694221
913887564240841195_st,14378.500698645848
8474058921159051893_st,3075.9538410582572
1874642765722919357_st,16957.121644578063
5763640621519294788_st,18695.84899096647
1886537567420518716_st,14355.431766562022
6936324106981353885_st,24952.490062779656
683786577213410450_st,2273.9259246092956
4685117029221764613_st,10696.013030907565
8531324514459819207_st,64285.5959936692
58139175353219079_st,63813.76227125273
5443348548422763228_st,9669.37303448621
2441873268219756101_st,0.0
3643731329016505380_st,42697.15137683496
8927706867066311299_st,3392.9679621896094
7971366330151980742_st,58500.631659142855
8577985661611349824_st,157980.0596917282
2942429951308274606_st,131368.6274980156
471497500278892373_st,41591.88873293419
2495130409733646210_st,19382.6990837671
8948245673671248473_st,72304.89994577186
8449366430078620894_st,12376.89253401647
3502302859541931419_st,63494.21257388691
5975076350411708058_st,11839.28356293218
4244577585957873431_st,21681.897862064947
8076996894280660332_st,13719.565657303425
5754867070988404875_st,33244.98858057016
7150041426464445025_st,469.98294770315107
7758191501514935576_st,11827.92626384204
3542126796757146446_st,16300.643610962605
1102680423242413676_st,11846.573607352331
7245557884784228406_st,13489.720973018502
8925520993092852662_st,25101.26039009187
55033155735608810_st,0.0
3047046662433111751_st,76637.89294962178
1410718164519785502_st,39794.584173361516
3459290729524206642_st,3816.098258756243
4958058886534967042_st,10124.183956443709
860465108954041921_st,23239.653902914066
3527488242598467551_st,0.0
6281830069697421911_st,69570.34889583211
3407630960676694769_st,33640.48244336845
220777279912362389_st,19266.34681678674
5545507071142047232_st,5487.134101452169
1632976817520709726_st,5202.7461801191175
1458575463379897371_st,11309.208942873136
109389620877102250_st,18171.059579528446
3143211942143826950_st,46335.42400588189
8824254077441762071_st,44260.332285992976
9061561356393668084_st,85570.80101273907
854048099916877266_st,30901.910024110603
9013983919653566692_st,41424.17928397829
236123233858951515_st,66235.13385098633
1811128871539049095_st,40213.43595793827
213625769935902084_st,2.9616205616878375
5252972378165748188_st,37125.465080527545
2116146625751268539_st,33345.74790045395
2454316515724968610_st,2184.359483088535
1114323564105303141_st,40840.053191934116
934102789941509295_st,8515.355050479862
2389560745095563012_st,30559.63946760875
8385426170251972079_st,16873.81774578869
453203629398105734_st,38156.8759005112
7497454661911394944_st,13750.248803466597
7423668282042079537_st,77149.65556538086
571264229455029355_st,0.0
4227053019808209657_st,5336.766832593393
2607326790428176337_st,78569.94722906048
7671517233607146011_st,81162.78269134536
6581660590486068258_st,17289.562442379884
4822733031198197756_st,8039.227698658153
1479681329485066994_st,11429.858160739475
1156694545460335017_st,34302.88788609038
2823877798610043622_st,13575.545450993211
1595181852111961835_st,54940.28919125369
2596462906938170152_st,0.0
2884092902426316552_st,36867.13979467513
48916179963640686_st,29270.59093014404
2366506135062062000_st,35867.79545171826
3181505027806716064_st,54398.361378080575
413228338353132103_st,51174.44865960447
1929912659822471056_st,56270.481322075095
4806588492380642099_st,56438.14707513325
477611943993333341_st,17490.24921894731
625748796078289051_st,9945.825276276952
6901021457501512026_st,56324.051386685525
1697296672196475600_st,24449.067363342463
5211810355146264139_st,76411.21453210535
9196946062251474005_st,24416.29442422279
8862307144603500967_st,11422.01432774322
335199347257740754_st,35424.53631009117
6166393000085135728_st,17530.460147239242
7590407397806615221_st,55082.61583997826
1387114378850828264_st,15254.48741949146
2556661701287459898_st,80225.23374082283
4077477073284820562_st,28036.730023994747
5585380022769246219_st,37108.880504279965
2890660588205739801_st,6411.7358386370115
9050745399489855227_st,40504.62275271009
4616026779923290255_st,32990.69065410559
2613912949123876893_st,11461.539210584948
3644331323830049912_st,36004.55470168798
8787766222237811662_st,4690.09514161624
8939252645686464624_st,44684.22858219783
7212933487681170384_st,5983.403033322516
6875840406179237964_st,45565.94251378942
4124688304508995765_st,29479.275848416073
2376199265523442491_st,4293.2846324351
1098698655660153317_st,30253.181735683003
3074723869085034559_st,661.5859649677858
3745570378777826616_st,19904.138839163068
6277284666009306330_st,37811.172659235956
2545884686963074735_st,48397.04891452922
5381721025385321185_st,40032.555793021646
8022358717656257258_st,37136.64583742127
7273634465143763297_st,17602.259219648848
4018471408674472013_st,48548.47600108641
1037575899869926_st,72999.81446858555
3925031172672067658_st,15425.452823462425
1337817839840024265_st,49693.7715148691
529957280949946515_st,5799.6587158034
7070767558644051618_st,34997.468831125705
4351379110783021605_st,32543.79859966005
5035626110860124948_st,0.0
7016307618431699918_st,54468.927149933195
3339062821873653335_st,20148.05407981685
8182196037912808202_st,47167.87448406746
4930339542874672704_st,68172.37825564752
2901287113933569945_st,0.0
6474262616990954928_st,39111.39008284216
7457655175746412952_st,71714.76742949901
3105234994427757369_st,40026.256103714055
4415185892649136610_st,47182.67566179119
1204574205636847942_st,36115.816943190744
8054625086358785438_st,39566.06671354685
8072006228978795423_st,50853.44759752773
3630938621218067691_st,18306.164026370992
1656202871077543672_st,42186.56925319652
2135026258383174268_st,68826.09908969069
8620800233637562034_st,51480.557014509286
713605975453923031_st,14305.628170362937
5738409948118569178_st,43881.04983978321
6953294564861047729_st,3679.150341269356
5009690184446450567_st,32413.7826906424
2321950640201570250_st,31268.409289893716
444779618363690644_st,227.22931933400147
2224505899502401807_st,74633.5349270326
8933095226779758918_st,0.0
5584345083214131763_st,9850.406768819623
6203082548603263190_st,72696.2178728658
3664247204552696621_st,17559.34778539087
5688303212795290665_st,18603.566453567764
130079406502638965_st,72294.07916264693
8346819152048214166_st,14711.14036049583
5777214007622125155_st,28486.60741964797
7407065566803059520_st,69866.16715355404
4345563741358687012_st,22335.082831741292
4845790007916804145_st,12166.17710926282
6206432678853687291_st,31043.18669227483
1448251469825515781_st,44246.016148485985
6538004127146403215_st,6755.91334704197
1797028790104146357_st,3503.1803317867316
5890297344604660151_st,59520.45432711055
2926817776558931759_st,10422.184069023464
3093774065692231498_st,38256.06009572163
6250285473810666002_st,22195.792238457743
3355042657366518905_st,3993.631995495659
5545110249239130770_st,0.0
8215403833870265867_st,24284.113379280556
6802029618261056120_st,11430.071171512926
3375495205907218182_st,0.0
6771235897508277554_st,34446.30113686207
7349783851956459762_st,50454.805731724955
6740893199342566576_st,11863.21810816338
506138295905295078_st,14287.935928641678
2366111574012179156_st,4512.555666996313
4736230113047832599_st,14845.675602236433
1649462786324867670_st,15304.342344679253
5208157685279319362_st,0.0
8828080194485289175_st,64842.344966073026
7489157147399783072_st,52117.43433288318
2455118784942101562_st,28965.35819371945
4919853861026165852_st,31700.69750034384
3551536245353409722_st,6277.907722953895
8516587688725012822_st,15894.93993529686
4460842852257154181_st,37499.470515617795
5661963099746312158_st,75103.1113356076
8506591337189284795_st,50749.23915095174
7223615925786760932_st,5134.532760376476
5808791513130728191_st,36488.00916979647
646809262217309582_st,57256.17815712048
6840806576104299171_st,57185.2084170886
5920326097330821449_st,17104.504924792596
3437247814797967021_st,56370.2813309726
5842319316739915925_st,27423.725676035094
4812580057696269465_st,37256.523243301235
5726902954466684525_st,10862.940951806082
3496699118711797001_st,9647.365689222903
6191649958128200218_st,22723.690274190863
6716677398200560535_st,146460.00619788843
6020375210139664615_st,29780.12827287876
4730510741846224096_st,74547.42337653546
9126112393315703064_st,21591.83108558131
5161967563069442460_st,27928.728123119257
7896561294834722108_st,55797.621432594795
8197885922464207943_st,86678.15909639683
257524371839649379_st,24789.052484473854
7303980325535187386_st,66972.05319266231
5432085211933781014_st,21946.877993420683
1625527770358623312_st,65422.97451398139
6787476114307113847_st,72165.81502224164
2135164420170775419_st,19879.44799623883
3414477815677495088_st,57279.992729734695
9031402455790589823_st,26961.81195360376
3347212239294716191_st,110929.6173399238
6356097451275569068_st,38886.028251945194
3659403972383660077_st,1025.3829698461882
1943518436811267146_st,54510.25838860222
1289461437081782083_st,10140.692217654583
6995948457331614201_st,7647.810045889079
8423463692733243893_st,9524.52736471042
2636647041713430800_st,111021.66644430463
5254327134076637776_st,15398.428084305546
5733011571963767975_st,15161.998449197245
6773761397763786570_st,16074.802130096892
1377832923059903066_st,1201.953985434786
3199963500377195436_st,39726.75488069152
5277166594696329497_st,12407.638608606434
7290332145507992091_st,2116.8721529617565
6232583115236750356_st,64800.704712342835
4824476857987517658_st,14545.30759587722
860588279387319180_st,42595.56744778146
6487920586292855609_st,33143.68633393585
796199843363521845_st,65870.23194880053
7443168561373005749_st,42285.93277611799
568489587841239175_st,3953.021943286643
8252643581203533394_st,7770.788334369651
6261254059604339523_st,29856.69816323687
7118142539695673452_st,55169.05856355246
4531589899460988257_st,154069.67476951642
836409755847764673_st,38081.030746199656
7438453148601416537_st,5311.521633294089
7779608300935152424_st,18186.44381791827
4610492867744907898_st,71263.90994800748
954110623376544206_st,35621.625437471106
2696553387054291934_st,28252.261972656113
6710528449688914583_st,78247.96771274281
2154661459299925256_st,3815.511528025705
1253893505327217043_st,77725.22672034419
5863508425792313475_st,6071.861571529841
6544098734887643662_st,32176.972091392327
3422777417513500532_st,5223.362850385635
4500706768718260152_st,38703.00927419406
8558132612835176129_st,139510.490126962
6667795294549955813_st,139878.95583122488
2991676661484396895_st,43102.24267447191
7907065353856721143_st,41143.39302461717
8518852639141340696_st,29070.37944736048
6570269971268216479_st,4784.482671442515
3282147327184686048_st,15101.543427736571
4351513362313559365_st,18839.012906439697
2651952410150960149_st,107012.58861238783
9011204438737365389_st,49386.81050794808
4708823559777812055_st,16840.308418996727
2728506866845210190_st,12922.981225805062
1252375118134913744_st,27879.069448028546
3731425980795988245_st,12994.023040379141
3712134470227302674_st,110160.54205702215
4376827663882526233_st,36037.97594890029
1054881396892383323_st,38146.23126855323
760604053005830044_st,19619.090606192014
3512547302573957309_st,24170.028118234746
7487023899811414012_st,6388.17606930344
7029058601877171707_st,12386.756266367964
