ref_hash,obj
8027109759910869730_st,81506.70518505873
3805512975348983658_st,75606.74033446555
706875581985023190_st,59719.11595156823
9201763056911976665_st,0.0
2070001883938629880_st,35970.06926503432
2956299000597738624_st,1483.169563530248
5051062186658844309_st,21872.805592180204
3729857814892336524_st,15653.736748154817
8048087799114816623_st,82069.42400212961
7988921706433140919_st,14137.680386845695
7222948339990737145_st,39282.33543623915
9034794874861599178_st,104828.38504145364
8295772099723661142_st,17763.682714925002
336603579893007540_st,25919.47490047612
6492734546432864221_st,22570.28009594057
6729385732095235866_st,34849.47965589391
467249413498649318_st,6871.3249015455085
8642991606649401861_st,18871.769262953876
2390307749776378511_st,0.0
4770852901155905621_st,9054.455377801192
8662964806077446994_st,27478.05346777484
8217034726994891726_st,37539.18224438935
8914740412887409487_st,2541.9545863883086
3978526261141842596_st,6755.0834406570175
858453676907928111_st,34426.49189776724
1327834472616354686_st,5153.652784815302
315177544481427677_st,807.5042967840949
4183071889719323769_st,28429.348964122677
1000395625957344683_st,29978.21046619824
7459715895483226863_st,1546.171060106134
7402563033565121765_st,8746.705709602566
6064372897960920092_st,21211.44259050532
4629094532493683168_st,672.6604967014545
667533239969506203_st,19464.035543705002
618029225130486204_st,8821.636034148767
1999681247947819001_st,2685.8947805269586
9073432755268117187_st,56180.27923143308
5082430696394071513_st,50777.589690175315
347083911900948648_st,103769.81570212991
7658747504785116170_st,42933.41693745388
3018757646247120874_st,10348.443100742881
2999364724812332308_st,41775.68899308933
4615149128385166445_st,11969.160526218318
5894618221318709826_st,15750.880683270958
7991392474384638480_st,5069.736855643811
1955897163099581903_st,14438.258798446566
5307405432134462055_st,42228.78097363941
1469891437001939430_st,12577.991306174246
185033006947686423_st,4215.028018846706
2198831234000117793_st,17611.080079013827
6895959913567262114_st,25789.37148215384
406841228494860789_st,5587.884953844677
795685232847742163_st,19574.642255840015
5759804797401172514_st,15090.250733504261
2132505332723959319_st,7180.349509468293
3556921612993667855_st,30275.007307495125
6293677054689363222_st,47439.63637977348
2990586604853237710_st,13529.057571823754
2600012552740072798_st,50855.81876993294
2428359662880247269_st,13236.58549260597
8525106635736186873_st,3680.551430094864
2449950651537695705_st,34801.893099770015
4288216030847610921_st,154424.6020444417
9038317968225671868_st,15820.165622152332
82118746196199905_st,0.0
4641388018443257064_st,4219.438685022128
6559350555491664935_st,35936.68392384235
4920395655462524805_st,28272.661444481197
6726928391514800310_st,997.2045186414018
2600156590545197724_st,20818.978627826134
3957273306740562163_st,46230.36539672341
5985396981626217057_st,2938.2055947316994
1056749944537419493_st,32645.64123830372
1114026657194419748_st,60678.67555798199
8149374718400055113_st,0.0
2191717514384366636_st,50062.96599541996
6781020342679131794_st,65170.778024174724
6820990875978056066_st,141187.2788588459
5761237967313921781_st,9118.846262821471
6709252311940447111_st,20685.341298673684
436282498668308737_st,16230.077461747229
361422772098233239_st,16055.057304136293
1003027494996471685_st,37480.756325683455
5315594811974766960_st,37540.28898502017
3139981846352991435_st,9942.611662952662
7116212585405457870_st,19220.005266168086
4456199606605809871_st,1585.7169524523808
2862260576426339952_st,1298.2686393609852
3773881548707352606_st,13720.31284152065
5814579614199200422_st,1969.4183338883856
9001894065986101363_st,4008.275516145117
5352958510811119873_st,11208.917637568267
8044534941972811617_st,7447.391579008059
3639798228639837909_st,8241.664462205134
8635137897313503991_st,52676.20940296075
4849384041998756854_st,14518.22156168709
3996532636602616169_st,41244.79490694221
913887564240841195_st,14378.500698645848
8474058921159051893_st,3075.9538410582572
1874642765722919357_st,16957.121644578063
5763640621519294788_st,18695.84899096647
1886537567420518716_st,14355.431766562022
6936324106981353885_st,24952.490062779656
683786577213410450_st,2273.9259246092956
4685117029221764613_st,10696.013030907565
8531324514459819207_st,64285.5959936692
