ref_hash,obj
8027109759910869730_st,130957.09082450558
3805512975348983658_st,89859.76266597626
706875581985023190_st,44199.37116450429
9201763056911976665_st,7370.76679521332
2070001883938629880_st,25000.960296669604
2956299000597738624_st,4479.238552886516
5051062186658844309_st,50772.378353149354
3729857814892336524_st,29882.59874228687
8048087799114816623_st,141547.82103863306
7988921706433140919_st,29368.862219262115
7222948339990737145_st,99012.87297004393
9034794874861599178_st,134967.03473550832
8295772099723661142_st,42277.832903716524
336603579893007540_st,58768.57758606999
6492734546432864221_st,48902.76377794419
6729385732095235866_st,25154.215209092847
467249413498649318_st,9515.710735831903
8642991606649401861_st,58764.705383111934
2390307749776378511_st,4569.203848776017
4770852901155905621_st,6299.367118951349
8662964806077446994_st,72911.2538346177
8217034726994891726_st,87401.84129297164
8914740412887409487_st,15931.515061778899
3978526261141842596_st,15924.281167430387
858453676907928111_st,89313.35949059467
1327834472616354686_st,19990.35282254082
315177544481427677_st,22036.471314997485
4183071889719323769_st,50085.531667339164
1000395625957344683_st,42848.65427278401
7459715895483226863_st,2920.1984447164396
7402563033565121765_st,35774.292266462515
6064372897960920092_st,41769.382392649684
4629094532493683168_st,15029.189846737445
667533239969506203_st,14808.18767436622
618029225130486204_st,11298.59769483202
1999681247947819001_st,3842.05322404996
9073432755268117187_st,99829.58937029824
5082430696394071513_st,91126.57296384904
347083911900948648_st,124641.01936588774
7658747504785116170_st,50730.82048322072
3018757646247120874_st,44949.40803066663
2999364724812332308_st,98531.16805206463
4615149128385166445_st,50246.74371227381
5894618221318709826_st,50677.5893771347
7991392474384638480_st,32824.51411054567
1955897163099581903_st,20845.15788710697
5307405432134462055_st,127414.91771621736
1469891437001939430_st,31259.131268257403
185033006947686423_st,23332.259679059014
2198831234000117793_st,91079.08750387843
6895959913567262114_st,71756.5394936137
406841228494860789_st,50451.95575945173
795685232847742163_st,48249.123446877726
5759804797401172514_st,22915.286190118102
2132505332723959319_st,11290.633547057701
3556921612993667855_st,59929.56673048329
6293677054689363222_st,55090.218644778986
2990586604853237710_st,18573.766100612618
2600012552740072798_st,117671.21173900357
2428359662880247269_st,42927.33652960689
8525106635736186873_st,16486.26029501865
2449950651537695705_st,80529.10037133908
4288216030847610921_st,150222.31793703238
9038317968225671868_st,43776.246651151545
82118746196199905_st,12888.134876277565
4641388018443257064_st,3102.1957173700066
6559350555491664935_st,86415.03254099363
4920395655462524805_st,43999.39171587492
6726928391514800310_st,17878.216275343544
2600156590545197724_st,63517.38118279116
3957273306740562163_st,45260.41753989057
5985396981626217057_st,6123.322132730265
1056749944537419493_st,110025.06888785544
1114026657194419748_st,48097.059992359085
8149374718400055113_st,16279.080190274537
2191717514384366636_st,70750.26613706704
6781020342679131794_st,31417.710716855367
6820990875978056066_st,151066.73357154094
5761237967313921781_st,19300.60286809424
6709252311940447111_st,68304.91841862437
436282498668308737_st,39396.48347288773
361422772098233239_st,29182.858406776268
1003027494996471685_st,107041.23796856584
5315594811974766960_st,74412.49145163865
3139981846352991435_st,12413.211332517798
7116212585405457870_st,72978.59118882637
4456199606605809871_st,5269.598302792474
2862260576426339952_st,4023.0084680166574
